id	h_family	h_genus	h_species	i_family	i_tribe	i_genus	i_species	i_family_id	i_tribe_id	i_genus_id	i_species_id	h_family_id	h_genus_id	h_species_id	coll_number_same_h	coll_percent	h_n_specimens	i_h_same_g	i_h_same_f	i_j_h_col_event	i_j_same_col	h_voucher	coll_total_i	rel_confidence	redList
24595	Asteraceae	Jacobaea	vulgaris	Aphididae	Aphidini	Aphis (Aphis)	lugentis	53209	53266	53299	53976	98	17750	17751	3	4.92	2	FALSE	FALSE	0	0	0	61	LOW	FALSE
23579	Asteraceae	Gutierrezia	microcephala	Reduviidae	unknown	unknown	unknown	6511	81304	83991	83992	98	493	1340	4	4.94	5	FALSE	FALSE	0	0	0	81	LOW	FALSE
836	Rhamnaceae	Ceanothus	integerrimus	Miridae	Phylini	Pygovepres	vaccinicola	6296	6292	6339	6340	373	444	785	5	4.95	20	FALSE	FALSE	0	0	0	101	LOW	FALSE
7264	Fabaceae	Vicia	cracca	Aphididae	Macrosiphini	Acyrthosiphon (Acyrthosiphon)	pisum	53209	53268	53271	53862	211	621	5865	6	4.96	2	FALSE	FALSE	0	0	0	121	LOW	FALSE
7290	Fabaceae	Trifolium	incarnatum	Miridae	Mirini	Lygus	lineolaris	6296	8151	8152	35671	211	610	7903	17	4.97	6	FALSE	FALSE	0	0	0	342	LOW	FALSE
7842	Ranunculaceae	Ranunculus	sardous	Miridae	Mirini	Lygus	lineolaris	6296	8151	8152	35671	367	572	11136	17	4.97	4	FALSE	FALSE	0	0	0	342	LOW	FALSE
803	Fagaceae	Quercus	kelloggii	Miridae	Phylini	Quernocoris	caliginosus	6296	6292	6318	6319	68	571	2266	1	5	8	FALSE	FALSE	0	0	0	20	LOW	FALSE
804	Fagaceae	Quercus	palmeri	Miridae	Phylini	Quernocoris	caliginosus	6296	6292	6318	6319	68	571	8768	1	5	13	FALSE	FALSE	0	0	0	20	LOW	FALSE
805	Rhamnaceae	Rhamnus	tomentella	Miridae	Phylini	Quernocoris	caliginosus	6296	6292	6318	6319	373	574	8774	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
811	Fagaceae	Quercus	lobata	Miridae	Phylini	Quernocoris	caliginosus	6296	6292	6318	6319	68	571	810	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
819	Fagaceae	Quercus	dumosa	Miridae	Phylini	Phallospinophylus	setosus	6296	6292	6331	6332	68	571	733	2	5	6	FALSE	FALSE	0	0	0	40	LOW	FALSE
873	Rosaceae	Prunus	virginiana	Miridae	Phylini	Phallospinophylus	setosus	6296	6292	6331	6332	376	566	9804	2	5	5	FALSE	FALSE	0	0	0	40	LOW	FALSE
874	Fagaceae	Quercus	chrysolepis	Miridae	Phylini	Phallospinophylus	setosus	6296	6292	6331	6332	68	571	698	2	5	3	FALSE	FALSE	0	0	0	40	LOW	FALSE
907	Fagaceae	Quercus	kelloggii	Miridae	Phylini	Phallospinophylus	setosus	6296	6292	6331	6332	68	571	2266	2	5	30	FALSE	FALSE	0	0	0	40	LOW	FALSE
914	Fagaceae	Quercus	john-tuckeri	Miridae	Phylini	Quernocoris	caliginosus	6296	6292	6318	6319	68	571	1232	1	5	8	FALSE	FALSE	0	0	0	20	LOW	FALSE
1019	Fabaceae	Acacia	amentacea	Miridae	Phylini	Phymatopsallus	rinconae	6296	6292	6123	4494	211	396	1320	1	5	15	FALSE	FALSE	0	0	0	20	LOW	FALSE
1027	Burseraceae	Bursera	microphylla	Miridae	Phylini	Phymatopsallus	rinconae	6296	6292	6123	4494	121	435	835	1	5	7	FALSE	FALSE	0	0	0	20	LOW	FALSE
1028	Anacardiaceae	Rhus	microphylla	Miridae	Phylini	Phymatopsallus	rinconae	6296	6292	6123	4494	85	577	8692	1	5	17	FALSE	FALSE	0	0	0	20	LOW	FALSE
1031	Fabaceae	Prosopis	glandulosa	Miridae	Phylini	Phymatopsallus	rinconae	6296	6292	6123	4494	211	565	9450	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
1119	Malvaceae	Fremontodendron	californicum	Miridae	Phylini	Phallospinophylus	setosus	6296	6292	6331	6332	286	485	680	2	5	49	FALSE	FALSE	0	0	0	40	LOW	TRUE
1120	Rosaceae	Adenostoma	fasciculatum	Miridae	Phylini	Phallospinophylus	setosus	6296	6292	6331	6332	376	400	8641	2	5	11	FALSE	FALSE	0	0	0	40	LOW	FALSE
1620	Thymelaeaceae	Pimelea	linifolia	Tingidae	Tingini	Oncophysa	sp	25882	25884	26370	26427	32	1769	2312	1	5	12	FALSE	FALSE	0	0	0	20	LOW	FALSE
1842	Proteaceae	Hakea	invaginata	Tingidae	Tingini	Oncophysa	sp	25882	25884	26370	26427	362	1652	2253	1	5	5	FALSE	FALSE	0	0	0	20	LOW	FALSE
1845	Proteaceae	Grevillea	cagiana	Tingidae	Tingini	Oncophysa	sp	25882	25884	26370	26427	362	1648	1964	1	5	66	FALSE	FALSE	0	0	0	20	LOW	FALSE
1847	Proteaceae	Grevillea	hookeriana	Tingidae	Tingini	Oncophysa	sp	25882	25884	26370	26427	362	1648	2224	1	5	54	FALSE	FALSE	0	0	0	20	LOW	FALSE
1848	Thymelaeaceae	Pimelea	rosea	Tingidae	Tingini	Oncophysa	sp	25882	25884	26370	26427	32	1769	8730	1	5	21	FALSE	FALSE	0	0	0	20	LOW	FALSE
2142	Proteaceae	Grevillea	polybotrya	Tingidae	Tingini	Oncophysa	sp	25882	25884	26370	26427	362	1648	2447	1	5	43	FALSE	FALSE	0	0	0	20	LOW	FALSE
2144	Proteaceae	Hakea	preissii	Tingidae	Tingini	Oncophysa	sp	25882	25884	26370	26427	362	1652	9604	1	5	27	FALSE	FALSE	0	0	0	20	LOW	FALSE
2146	Myrtaceae	Micromyrtus	flaviflora	Tingidae	Tingini	Oncophysa	sp	25882	25884	26370	26427	313	1722	2148	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
2147	Proteaceae	Grevillea	armigera	Tingidae	Tingini	Oncophysa	sp	25882	25884	26370	26427	362	1648	1910	1	5	8	FALSE	FALSE	0	0	0	20	LOW	FALSE
2148	Thymelaeaceae	Pimelea	microcephala	Tingidae	Tingini	Oncophysa	sp	25882	25884	26370	26427	32	1769	8797	1	5	20	FALSE	FALSE	0	0	0	20	LOW	FALSE
2150	Casuarinaceae	Allocasuarina	campestris	Tingidae	Tingini	Oncophysa	sp	25882	25884	26370	26427	142	1502	9240	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
2151	Scrophulariaceae	Eremophila	sturtii	Tingidae	Tingini	Oncophysa	sp	25882	25884	26370	26427	3	1619	2607	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
2176	Fabaceae	Medicago	sativa	Miridae	Phylini	Dacota	hesperia	6296	6292	5837	3483	211	532	903	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
2226	Fagaceae	Quercus	turbinella	Miridae	Phylini	Occidentodema	polhemusi	6296	6292	6071	4260	68	571	952	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
2455	Tamaricaceae	Tamarix	ramosissima	Miridae	Phylini	Tuponia	prasina	6296	6292	6252	5591	25	602	9511	1	5	3	FALSE	FALSE	0	0	0	20	LOW	FALSE
2585	Pinaceae	Pinus	strobus	Miridae	Pilophorini	Pilophorus	uhleri	6296	6293	6127	4625	62	554	926	4	5	2	FALSE	FALSE	0	0	0	80	LOW	FALSE
3263	Fabaceae	Lupinus	littoralis	Miridae	Orthotylini	Orthotylus	virescens	6296	6291	6088	2130	211	527	9396	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
3264	Fabaceae	Lupinus	arboreus	Miridae	Orthotylini	Orthotylus	virescens	6296	6291	6088	2130	211	527	8583	1	5	2	FALSE	FALSE	0	0	0	20	LOW	FALSE
3265	Fabaceae	Lupinus	oreganus	Miridae	Orthotylini	Orthotylus	virescens	6296	6291	6088	2130	211	527	5483	1	5	1	FALSE	FALSE	0	0	0	20	LOW	TRUE
3852	Myrtaceae	Melaleuca	wilsonii	Miridae	Phylini	Melaleuca	sp	6296	6292	36868	36968	313	1717	2686	3	5	22	FALSE	FALSE	0	0	0	60	LOW	FALSE
3969	Rosaceae	Cercocarpus	montanus	Miridae	Phylini	Oligotylus	centralis	6296	6292	6073	496	376	448	842	1	5	6	FALSE	FALSE	0	0	0	20	LOW	FALSE
3970	Rhamnaceae	Ceanothus	cordatus	Miridae	Phylini	Oligotylus	centralis	6296	6292	6073	496	373	444	9066	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
4072	Rosaceae	Purshia	glandulosa	Miridae	Phylini	Oligotylus	centralis	6296	6292	6073	496	376	569	8650	1	5	3	FALSE	FALSE	0	0	0	20	LOW	FALSE
4207	Betulaceae	Betula	papyrifera	Miridae	Phylini	Amblytylus	nasutus	6296	6292	5724	2811	109	430	5112	1	5	2	FALSE	FALSE	0	0	0	20	LOW	FALSE
4208	Euphorbiaceae	Euphorbia	cyparissias	Miridae	Phylini	Amblytylus	nasutus	6296	6292	5724	2811	208	480	5309	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
4209	Cupressaceae	Juniperus	virginiana	Miridae	Phylini	Amblytylus	nasutus	6296	6292	5724	2811	63	511	9378	1	5	2	FALSE	FALSE	0	0	0	20	LOW	FALSE
4210	Poaceae	Poa	pratensis	Miridae	Phylini	Amblytylus	nasutus	6296	6292	5724	2811	352	1773	5297	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
4211	Elaeagnaceae	Elaeagnus	angustifolia	Miridae	Phylini	Amblytylus	nasutus	6296	6292	5724	2811	197	472	11977	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
4212	Sapindaceae	Acer	ginnala	Miridae	Phylini	Amblytylus	nasutus	6296	6292	5724	2811	385	398	4407	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
4213	Poaceae	Phleum	pratense	Miridae	Phylini	Amblytylus	nasutus	6296	6292	5724	2811	352	5011	9083	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
4214	Cupressaceae	Thuja	occidentalis	Miridae	Phylini	Amblytylus	nasutus	6296	6292	5724	2811	63	608	859	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
4781	Apocynaceae	Asclepias	tuberosa	Lygaeidae	none	Oncopeltus	fasciatus	34375	35586	35587	35589	90	420	4704	2	5	2	FALSE	FALSE	0	0	0	40	LOW	FALSE
4826	Asteraceae	Ambrosia	acanthicarpa	Miridae	Mirini	Irbisia	brachycera	6296	8151	36462	37474	98	407	7487	2	5	1	FALSE	FALSE	0	0	0	40	LOW	FALSE
4896	Poaceae	Leymus	cinereus	Miridae	Mirini	Irbisia	brachycera	6296	8151	36462	37474	352	6540	2015	2	5	29	FALSE	FALSE	0	0	0	40	LOW	FALSE
4946	Asteraceae	Hymenoclea	salsola	Miridae	Mirini	Irbisia	brachycera	6296	8151	36462	37474	98	1667	1264	2	5	3	FALSE	FALSE	0	0	0	40	LOW	FALSE
5474	Vitaceae	Vitis	vulpina	Membracidae	Ceresini	Stictocephala	stimulea	40537	40542	40546	41904	50	623	7888	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
5477	Altingiaceae	Liquidambar	styraciflua	Membracidae	Ceresini	Stictocephala	stimulea	40537	40542	40546	41904	8042	5528	5529	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
6585	Juglandaceae	Juglans	nigra	Aphididae	Panaphidini	Appendiseta	robiniae	53209	53243	53503	54061	257	509	851	1	5	2	FALSE	FALSE	0	0	0	20	LOW	FALSE
6625	Asteraceae	Hymenoclea	salsola	Miridae	Mirini	Phytocoris	ramosus	6296	8151	36447	36461	98	1667	1264	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
6877	Platanaceae	Platanus	occidentalis	Acanaloniidae	Acanaloniini	Acanalonia	bivittata	41849	41851	41852	41854	350	558	9444	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
6878	Fabaceae	Robinia	pseudoacacia	Acanaloniidae	Acanaloniini	Acanalonia	bivittata	41849	41851	41852	41854	211	579	883	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
7794	Pinaceae	Pinus	canariensis	Aphididae	Eulachnini	Essigella (Essigella)	pini	53209	53254	53351	54430	62	554	10727	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
8760	Fabaceae	Acacia	cuspidifolia	Oxycarenidae	none	Oxycarenus	luctuosus	35597	35599	35600	74002	211	396	2056	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
8762	Malvaceae	Sida	spinosa	Oxycarenidae	none	Oxycarenus	luctuosus	35597	35599	35600	74002	286	1801	10127	1	5	35	FALSE	FALSE	0	0	0	20	LOW	FALSE
8765	Malvaceae	Hibiscus	sabdariffa	Oxycarenidae	none	Oxycarenus	luctuosus	35597	35599	35600	74002	286	1663	2523	1	5	8	FALSE	FALSE	0	0	0	20	LOW	FALSE
8766	Malvaceae	Sida	echinocarpa	Oxycarenidae	none	Oxycarenus	luctuosus	35597	35599	35600	74002	286	1801	5830	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
8767	Malvaceae	Malva	australiana	Oxycarenidae	none	Oxycarenus	luctuosus	35597	35599	35600	74002	286	530	1925	1	5	31	FALSE	FALSE	0	0	0	20	LOW	FALSE
8768	Amaranthaceae	Ptilotus	obovatus	Oxycarenidae	none	Oxycarenus	luctuosus	35597	35599	35600	74002	83	1783	2387	1	5	9	FALSE	FALSE	0	0	0	20	LOW	FALSE
8770	Fabaceae	Acacia	coriacea	Oxycarenidae	none	Oxycarenus	luctuosus	35597	35599	35600	74002	211	396	2034	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
8771	Fabaceae	Acacia	wickhamii	Oxycarenidae	none	Oxycarenus	luctuosus	35597	35599	35600	74002	211	396	5200	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
8772	Malvaceae	Hibiscus	panduriformis	Oxycarenidae	none	Oxycarenus	luctuosus	35597	35599	35600	74002	286	1663	11642	1	5	35	FALSE	FALSE	0	0	0	20	LOW	FALSE
8843	Casuarinaceae	Casuarina	cunninghamiana	Oxycarenidae	none	Oxycarenus	luctuosus	35597	35599	35600	74002	142	1563	2050	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
8844	Fabaceae	Acacia	aneura	Oxycarenidae	none	Oxycarenus	luctuosus	35597	35599	35600	74002	211	396	1888	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
9156	Pinaceae	Pinus	flexilis	Miridae	Mirini	Phytocoris	fraterculus	6296	8151	36447	67477	62	554	747	5	5	18	FALSE	FALSE	0	0	0	100	LOW	FALSE
9234	Rosaceae	Cydonia	oblonga	Aphididae	Aphidini	Rhopalosiphum	oxyacanthae	53209	53266	53315	55014	376	8211	9015	1	5	3	FALSE	FALSE	0	0	0	20	LOW	FALSE
9236	Rosaceae	Sorbus	aucuparia	Aphididae	Aphidini	Rhopalosiphum	oxyacanthae	53209	53266	53315	55014	376	1327	11503	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
9238	Moraceae	Morus	alba	Aphididae	Aphidini	Rhopalosiphum	oxyacanthae	53209	53266	53315	55014	304	5512	10150	1	5	2	FALSE	FALSE	0	0	0	20	LOW	FALSE
9239	Adoxaceae	Viburnum	edule	Aphididae	Aphidini	Rhopalosiphum	oxyacanthae	53209	53266	53315	55014	74	620	734	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
9241	Apocynaceae	Vinca	minor	Aphididae	Macrosiphini	Rhopalosiphoninus (Rhopalosiphoninus)	latysiphon	53209	53268	53485	55006	90	7963	11789	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
9720	Poaceae	Zea	mays	Aphididae	Aphidini	Rhopalosiphum	oxyacanthae	53209	53266	53315	55014	352	7713	7714	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
9927	Polygonaceae	Persicaria	bungeana	Miridae	Mirini	Phytocoris	tibialis	6296	8151	36447	70144	356	6868	17596	2	5	2	FALSE	FALSE	0	0	0	40	LOW	FALSE
9953	Salicaceae	Populus	tremuloides	Miridae	Mirini	Phytocoris	hopi	6296	8151	36447	67519	382	563	945	1	5	2	FALSE	FALSE	0	0	0	20	LOW	FALSE
9956	Pinaceae	Pinus	edulis	Miridae	Mirini	Phytocoris	hopi	6296	8151	36447	67519	62	554	735	1	5	2	FALSE	FALSE	0	0	0	20	LOW	FALSE
9957	Asteraceae	Chrysothamnus	nauseosus	Miridae	Mirini	Phytocoris	hopi	6296	8151	36447	67519	98	451	847	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
9958	Pinaceae	Pinus	contorta	Miridae	Mirini	Phytocoris	hopi	6296	8151	36447	67519	62	554	707	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
9959	Rosaceae	Cowania	mexicana	Miridae	Mirini	Phytocoris	hopi	6296	8151	36447	67519	376	462	9315	1	5	15	FALSE	FALSE	0	0	0	20	LOW	FALSE
9960	Asteraceae	Chrysothamnus	viscidiflorus	Miridae	Mirini	Phytocoris	hopi	6296	8151	36447	67519	98	451	963	1	5	5	FALSE	FALSE	0	0	0	20	LOW	FALSE
9961	Asteraceae	Ericameria	nauseosa	Miridae	Mirini	Phytocoris	hopi	6296	8151	36447	67519	98	1622	4133	1	5	8	FALSE	FALSE	0	0	0	20	LOW	FALSE
9997	Saururaceae	Saururus	cernuus	Miridae	Mirini	Phytocoris	tibialis	6296	8151	36447	70144	390	7861	7862	2	5	1	FALSE	FALSE	0	0	0	40	LOW	FALSE
10015	Asteraceae	Solidago	canadensis	Miridae	Mirini	Phytocoris	tibialis	6296	8151	36447	70144	98	595	9690	2	5	1	FALSE	FALSE	0	0	0	40	LOW	FALSE
10486	Pinaceae	Pseudotsuga	douglasii	Aphididae	Eulachnini	Cinara (Cinara)	pseudotsugae	53209	53254	53347	54298	62	568	12270	1	5	5	FALSE	FALSE	0	0	0	20	LOW	FALSE
10518	Sapotaceae	Pouteria	sericea	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	386	7399	10111	1	5	8	FALSE	FALSE	0	0	0	20	LOW	FALSE
10520	Fabaceae	Acacia	victoriae	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	211	396	2673	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
10521	Fabaceae	Acacia	aneura	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	211	396	1888	1	5	9	FALSE	FALSE	0	0	0	20	LOW	FALSE
10522	Myrtaceae	Scholtzia	leptantha	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	313	1796	2294	1	5	26	FALSE	FALSE	0	0	0	20	LOW	FALSE
10696	Fabaceae	Prosopis	juliflora	Miridae	Mirini	Phytocoris	ramosus	6296	8151	36447	36461	211	565	792	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
10728	Ranunculaceae	Ranunculus	lobbii	Aphididae	Aphidini	Rhopalosiphum	nymphaeae	53209	53266	53315	55013	367	572	12351	4	5	2	FALSE	FALSE	0	0	0	80	LOW	FALSE
10730	Nymphaeaceae	Nymphaea	odorata	Aphididae	Aphidini	Rhopalosiphum	nymphaeae	53209	53266	53315	55013	321	7035	11586	4	5	1	FALSE	FALSE	0	0	0	80	LOW	FALSE
10750	Asteraceae	Ambrosia	deltoidea	Miridae	Mirini	Phytocoris	stitti	6296	8151	36447	67466	98	407	3674	1	5	16	FALSE	FALSE	0	0	0	20	LOW	FALSE
10755	Solanaceae	Lycium	andersonii	Miridae	Mirini	Phytocoris	stitti	6296	8151	36447	67466	9	528	8579	1	5	2	FALSE	FALSE	0	0	0	20	LOW	FALSE
10756	Asteraceae	Ambrosia	ambrosioides	Miridae	Mirini	Phytocoris	stitti	6296	8151	36447	67466	98	407	643	1	5	2	FALSE	FALSE	0	0	0	20	LOW	FALSE
10757	Amaranthaceae	Atriplex	spinifera	Miridae	Mirini	Phytocoris	stitti	6296	8151	36447	67466	83	424	2582	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
10759	Amaranthaceae	Grayia	spinosa	Miridae	Mirini	Phytocoris	stitti	6296	8151	36447	67466	83	492	920	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
10913	Pinaceae	Pinus	rigida	Aphididae	Eulachnini	Essigella (Essigella)	pini	53209	53254	53351	54430	62	554	1262	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
10914	Pinaceae	Pinus	flexilis	Aphididae	Eulachnini	Essigella (Essigella)	pini	53209	53254	53351	54430	62	554	747	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
11106	Fabaceae	Acacia	pruinocarpa	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	211	396	2469	1	5	18	FALSE	FALSE	0	0	0	20	LOW	FALSE
11107	Loranthaceae	Amyema	fitzgeraldii	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	280	1506	2145	1	5	5	FALSE	FALSE	0	0	0	20	LOW	FALSE
11108	Fabaceae	Acacia	cuspidifolia	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	211	396	2056	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
11109	Chenopodiaceae	Halosarcia	halocnemoides	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	149	1655	2203	1	5	2	FALSE	FALSE	0	0	0	20	LOW	FALSE
11110	Papilionaceae	Cullen	lachnostachys	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	1486	1585	2270	1	5	5	FALSE	FALSE	0	0	0	20	LOW	FALSE
11111	Fabaceae	Acacia	sclerosperma	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	211	396	2543	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
11112	Myrtaceae	Eucalyptus	camaldulensis	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	313	1624	1969	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
11113	Lamiaceae	Pityrodia	cuneata	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	264	1771	2047	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
11114	Rhamnaceae	Stenanthemum	complicatum	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	373	1810	2021	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
11122	Solanaceae	Solanum	lasiophyllum	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	9	1802	2283	1	5	2	FALSE	FALSE	0	0	0	20	LOW	FALSE
11123	Proteaceae	Grevillea	eriostachya	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	362	1648	2119	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
11124	Goodeniaceae	Scaevola	sericophylla	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	225	1793	2550	1	5	10	FALSE	FALSE	0	0	0	20	LOW	FALSE
11196	Cupressaceae	Callitris	columellaris	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	63	1550	5781	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
11197	Amaranthaceae	Ptilotus	obovatus	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	83	1783	2387	1	5	5	FALSE	FALSE	0	0	0	20	LOW	FALSE
11198	Solanaceae	Duboisia	hopwoodii	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	9	1607	2225	1	5	7	FALSE	FALSE	0	0	0	20	LOW	FALSE
11199	Casuarinaceae	Casuarina	equisetifolia	Geocoridae	none	Germalus	humeralis	35643	81004	81005	84795	142	1563	2108	1	5	5	FALSE	FALSE	0	0	0	20	LOW	FALSE
11224	Poaceae	Pseudoroegneria	spicata	Miridae	Mirini	Irbisia	brachycera	6296	8151	36462	37474	352	6935	9453	2	5	3	FALSE	FALSE	0	0	0	40	LOW	FALSE
11298	Salicaceae	Populus	alba	Aphididae	Pemphigini	Thecabius (Thecabius)	populimonilis	53209	53250	53549	55078	382	563	9886	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
11299	Poaceae	Zea	mays	Aphididae	Pemphigini	Thecabius (Thecabius)	populimonilis	53209	53250	53549	55078	352	7713	7714	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
11556	Asteraceae	Venidium	fastuosum	Aphididae	Macrosiphini	Hyperomyzus (Hyperomyzus)	lactucae	53209	53268	53422	54492	98	11802	11803	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
11558	Polygonaceae	Rumex	obtusifolius	Aphididae	Macrosiphini	Hyperomyzus (Hyperomyzus)	lactucae	53209	53268	53422	54492	356	7917	10848	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
11560	Asteraceae	Lactuca	spicata	Aphididae	Macrosiphini	Hyperomyzus (Hyperomyzus)	lactucae	53209	53268	53422	54492	98	3921	11500	1	5	2	FALSE	FALSE	0	0	0	20	LOW	FALSE
11588	Sapindaceae	Acer	saccharum	Aphididae	Chaitophorini	Periphyllus	lyropictus	53209	53244	53336	54874	385	398	5277	6	5	4	FALSE	FALSE	0	0	0	120	LOW	FALSE
11624	Salicaceae	Salix	lasiolepis	Aphididae	Chaitophorini	Chaitophorus	salicicola	53209	53244	53335	54193	382	583	1334	2	5	2	FALSE	FALSE	0	0	0	40	LOW	FALSE
11697	Poaceae	Cynodon	dactylon	Aphididae	Pemphigini	Thecabius (Thecabius)	populimonilis	53209	53250	53549	55078	352	8003	8004	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
11761	Solanaceae	Solanum	tuberosum	Aphididae	Macrosiphini	Rhopalosiphoninus (Rhopalosiphoninus)	latysiphon	53209	53268	53485	55006	9	1802	5640	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
12255	Pinaceae	Pinus	ponderosa	Aphididae	Eulachnini	Essigella (Essigella)	pini	53209	53254	53351	54430	62	554	879	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
12765	Onagraceae	Oenothera	tetraptera	Aphididae	Macrosiphini	Hyperomyzus (Hyperomyzus)	lactucae	53209	53268	53422	54492	327	541	8426	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
12777	Poaceae	Zea	mays	Coreidae	Coreini	Anasa	armigera	35902	73599	76905	76906	352	7713	7714	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
13173	Pinaceae	Pinus	albicaulis	Miridae	Mirini	Pappus	luridus	6296	8151	74294	76212	62	554	636	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
13175	Pinaceae	Abies	lasiocarpa	Miridae	Mirini	Pappus	luridus	6296	8151	74294	76212	62	394	800	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
13178	Pinaceae	Pseudotsuga	menziesii	Miridae	Mirini	Pappus	luridus	6296	8151	74294	76212	62	568	831	1	5	2	FALSE	FALSE	0	0	0	20	LOW	FALSE
13786	Poaceae	Cynodon	dactylon	Aphididae	Siphini	Sipha (Sipha)	flava	53209	53245	53565	55047	352	8003	8004	1	5	6	FALSE	FALSE	0	0	0	20	LOW	FALSE
13789	Poaceae	Sorghum	halepense	Aphididae	Siphini	Sipha (Sipha)	flava	53209	53245	53565	55047	352	3929	10711	1	5	1	FALSE	FALSE	0	0	0	20	LOW	FALSE
13872	Fagaceae	Quercus	borealis	Aphididae	Phyllaphidinae_none	Stegophylla	quercifoliae	53209	53258	53295	55061	68	571	7243	1	5	2	FALSE	FALSE	0	0	0	20	LOW	FALSE
