insect,host,percent
Pterocomma_pseudopopuleum,Salicaceae_Populus,21.43
Bactericera_maculipennis,Rosaceae_Prunus,8.33
Bactericera_maculipennis,Fabaceae_Medicago,8.33
Bactericera_maculipennis,Poaceae_Cynodon,8.33
Bactericera_lobata,Asteraceae_Lepidospartum,20
Blastopsylla_occidentalis,Myrtaceae_Eucalyptus,13.79
Arhaphe_arguta,Fabaceae_Melilotus,0
Boreioglycaspis_melaleucae,Myrtaceae_Melaleuca,0
Largus_californicus,Asteraceae_Silybum,33.33
Cinara (Cinara)_piniradicis,Pinaceae_Pinus,0
Cinara (Cinara)_pinea,Pinaceae_Pinus,14.29
Nabis_oscillans,Araliaceae_Cheirodendron,33.33
Largus_californicus,Asteraceae_Ambrosia,66.67
Largus_cinctus h.s. x californicus (vd),Cupressaceae_Calocedrus,33.33
Largus_cinctus h.s. x californicus (vd),Polygonaceae_Eriogonum,33.33
Largus_cinctus h.s. x californicus (vd),Rhamnaceae_Ceanothus,33.33
Phytocoris_cinereus,Pinaceae_Pinus,0
Phytocoris_cochise,Pinaceae_Pinus,0
Phytocoris_commissuralis,Pinaceae_Pinus,0
Chelinidea_hunteri,Cactaceae_Lophocereus,0
Trichopepla_semivittata,Apiaceae_Daucus,16.67
Cacopsylla_curta,Pinaceae_Pinus,6.25
Nezara_viridula,Fabaceae_Dolichos,16.67
Nezara_viridula,Brassicaceae_Brassica,8.33
Nezara_viridula,Rutaceae_Citrus,8.33
Cacopsylla_annulata,Solanaceae_Solanum,0
Nezara_viridula,Euphorbiaceae_Ricinus,8.33
Cacopsylla_brevistigmata,Rosaceae_Prunus,7.14
Psylla_buxi,Buxaceae_Buxus,25
Nabis_rubritinctus,Fabaceae_Acacia,0
Cacopsylla_minuta,Rosaceae_Cowania,20
Nezara_viridula,Solanaceae_Solanum,8.33
Cacopsylla_ribesiae,Fagaceae_Quercus,50
Cacopsylla_tenuata,Fabaceae_Medicago,12.5
Largus_cinctus,Asteraceae_Encelia,4.17
Oebalus_pugnax,Poaceae_Cynodon,51.52
Oebalus_pugnax,Fabaceae_Medicago,3.03
Oebalus_pugnax,Poaceae_Sorghum,30.3
Calophya_californica,Anacardiaceae_Pachycormus,6.25
Holcostethus_limbolarius,Rosaceae_Prunus,7.69
Brochymena_quadripustulata,Fabaceae_Glycine,6.9
Calophya_californica,Rhamnaceae_Rhamnus,6.25
Calophya_californica,Anacardiaceae_Schinus,6.25
Brochymena_quadripustulata,Betulaceae_Betula,3.45
Brochymena_quadripustulata,Moraceae_Ficus,3.45
Parabrochymena_arborea,Juglandaceae_Carya,25
Nabis_sylvestris,Fabaceae_Acacia,0
Largus_cinctus,Asteraceae_Viguiera,4.17
Largus_cinctus,Asteraceae_Encelia,8.33
Largus_cinctus,Asteraceae_Baccharis,4.17
Largus_cinctus,Malvaceae_Sphaeralcea,4.17
Largus_cinctus,Lamiaceae_Condea,4.17
Largus_cinctus,Asteraceae_Helianthus,8.33
Calophya_triozomima,Grossulariaceae_Ribes,14.29
Vanniopsis_howense,Arecaceae_Howeia,0
Ceanothia_insolita,Rhamnaceae_Ceanothus,50
Craspedolepta_angustipennis,Rosaceae_Prunus,14.29
Craspedolepta_artemisiae,Asteraceae_Artemisia,0
Largus_cinctus,Asteraceae_Erigeron,4.17
Largus_cinctus,Boraginaceae_Eriodictyon,8.33
Craspedolepta_martini,Fabaceae_Medicago,40
Chariesterus_antennator,Fabaceae_Medicago,8.7
Largus_cinctus,Asteraceae_Ericameria,4.17
Largus_cinctus,Capparaceae_Isomeris,4.17
Largus_cinctus,Fabaceae_Lotus,4.17
Largus_cinctus,Fabaceae_Acacia,4.17
Largus_cinctus,Bignoniaceae_Chilopsis,4.17
Craspedolepta_suaedae,Amaranthaceae_Beta,7.69
Craspedolepta_suaedae,Amaranthaceae_Suaeda,7.69
Ctenarytaina_eucalypti,Myrtaceae_Eucalyptus,3.13
Melanaspis_smilacis,Asteraceae_Baccharis,16.67
Melanaspis_smilacis,Asteraceae_Iva,8.33
Melanaspis_smilacis,Smilacaceae_Smilax,2.08
Melanaspis_smilacis,Asparagaceae_Yucca,2.08
Melanaspis_smilacis,Aquifoliaceae_Ilex,2.08
Ctenarytaina_eucalypti,Myrtaceae_Eucalyptus,9.38
Melanaspis_smilacis,Ericaceae_Ceratiola,2.08
Melanaspis_smilacis,Adoxaceae_Sambucus,6.25
Largus_cinctus,Asteraceae_Solidago,4.17
Largus_cinctus,Asteraceae_Carduus,29.17
Largus_cinctus,Asteraceae_Cirsium,4.17
Ctenarytaina_spatulata,Menispermaceae_Cocculus,10
Eucalyptolyma_maideni,Myrtaceae_Eucalyptus,0
Diaphorina_citri,Rutaceae_Citrus,50
Phytocoris_corticevivens,Sapindaceae_Acer,0
Nyctiphalerus_cercocarpi,Rosaceae_Cercocarpus,0
Nyctiphalerus_vermiculosus,Pinaceae_Pinus,5.56
Freysuila_dugesii,Fabaceae_Caesalpinia,0
Glycaspis_brimblecombei,Myrtaceae_Eucalyptus,10
Heteropsylla_cubana,Fabaceae_Albizia,16.67
Triatoma_sanguisuga,Fagaceae_Quercus,50
Heteropsylla_flexuosa,Fabaceae_Acacia,0
Diclidophlebia_fremontiae,Malvaceae_Fremontodendron,28.57
Pexopsylla_cercocarpi,Rosaceae_Cercocarpus,50
Psyllopsis_fraxinicola,Oleaceae_Fraxinus,7.14
Purshivora_pubescens,Rosaceae_Purshia,80
Psylla_alni,Betulaceae_Alnus,14.29
Pterocomma_salicis,Salicaceae_Salix,2.78
Pterocomma_smithiae,Betulaceae_Betula,1.72
Neophyllura_arbuti,Ericaceae_Arbutus,33.33
Nabis_subrufus,Fabaceae_Acacia,33.33
Trichopepla_grossa,Pinaceae_Pinus,0
Reticulaphis_fici,Moraceae_Ficus,0
Trioza_eugeniae,Myrtaceae_Eugenia,11.11
Trioza_eugeniae,Myrtaceae_Syzygium,11.11
Trioza_eugeniae,Rutaceae_Citrus,11.11
Trioza_shepherdiae,Elaeagnaceae_Shepherdia,0
Phylloplecta_occidentalis,Rosaceae_Rubus,0
Phytocoris_yavapai,Fagaceae_Quercus,0
Cinara (Cinara)_pruinosa,Pinaceae_Picea,25
Melanaspis_smilacis,Myrtaceae_Eugenia,2.08
Melanaspis_smilacis,Myricaceae_Morella,14.58
Melanaspis_smilacis,Adoxaceae_Viburnum,4.17
Melanaspis_smilacis,Oleaceae_Forestiera,2.08
Melanaspis_smilacis,Sapindaceae_Sapindus,2.08
Melanaspis_smilacis,Iridaceae_Sisyrinchium,2.08
Cinara (Cinara)_pulverulens,Cupressaceae_Juniperus,40
Rhizoecus_californicus,Asteraceae_Helianthus,20
Ferrisia_virgata,Acanthaceae_Justicia,10
Ferrisia_virgata,Cactaceae_Lemaireocereus,10
Oebalus_pugnax,Poaceae_Sorghum,3.03
Phenacoccus_madeirensis,Asteraceae_Helianthus,1.59
Phenacoccus_madeirensis,Loasaceae_Petalonyx,1.59
Catorhintha_mendica,Nyctaginaceae_Allionia,0
Oebalus_pugnax,Poaceae_Paspalum,6.06
Misericoccus_arenarius,Brassicaceae_Descurainia,0
Oebalus_pugnax,Rutaceae_Citrus,3.03
Zanchiella_bowkeriae,Stilbaceae_Bowkeria,0
Comstockiella_sabalis,Arecaceae_Washingtonia,16.67
Trialeurodes_abutiloneus,Asteraceae_Baccharis,1.82
Empoasca (Empoasca)_solana,Amaranthaceae_Beta,30.77
Empoasca (Empoasca)_solana,Fabaceae_Medicago,15.38
Empoasca (Empoasca)_solana,Solanaceae_Solanum,23.08
Erythroneura_vitis,Vitaceae_Vitis,50
Fieberiella_florii,Rosaceae_Prunus,8.33
Idona_minuenda,Anacardiaceae_Schinus,0
Aufeius_impressicollis,Fabaceae_Melilotus,18.18
Rhopalosiphoninus (Rhopalosiphoninus)_latysiphon,Polygonaceae_Rumex,5
Rhopalosiphoninus (Rhopalosiphoninus)_latysiphon,Ranunculaceae_Ranunculus,5
Mcateeana_sexnotata,Platanaceae_Platanus,0
Parabolocratus_viridis,Poaceae_Agropyron,0
Rhopalosiphoninus (Rhopalosiphoninus)_latysiphon,Rosaceae_Fragaria,5
Rhopalosiphoninus (Myzosiphon)_staphyleae,Brassicaceae_Hesperis,50
Rhopalosiphum_cerasifoliae,Poaceae_Arundinaria,1.49
Dikrella (Dikrella)_californica,Rosaceae_Rubus,0
Empoasca (Empoasca)_guevarai,Solanaceae_Brugmansia,0
Empoasca (Empoasca)_fabae,Fabaceae_Cytisus,3.23
Liorhyssus_hyalinus,Asteraceae_Baccharis,1.43
Aphrophora_permutata,Asteraceae_Gerbera,5.88
Melanaspis_smilacis,Asteraceae_Palafoxia,2.08
Melanaspis_smilacis,Polygonaceae_Polygonella,2.08
Melanaspis_smilacis,Adoxaceae_Viburnum,2.08
Melanaspis_tenebricosa,Cornaceae_Cornus,4.55
Melanaspis_tenebricosa,Magnoliaceae_Liriodendron,2.27
Clastoptera_arizonana,Fabaceae_Acacia,50
Apache_californicum,Rosaceae_Prunus,13.33
Apache_californicum,Rosaceae_Prunus,40
Apache_californicum,Solanaceae_Solanum,6.67
Apache_californicum,Rosaceae_Malus,6.67
Acrosternum_hilare,Cannabaceae_Celtis,1.67
Siphanta_acuta,Rutaceae_Citrus,33.33
Siphanta_acuta,Apocynaceae_Nerium,33.33
Arhyssus_lateralis,Polygonaceae_Polygonum,3.64
Sethenira_ferruginea,Euphorbiaceae_Gymnanthes,0
Acrosternum_hilare,Juglandaceae_Carya,1.67
Acrosternum_hilare,Fabaceae_Phaseolus,1.67
Oncometopia (Oncometopia)_orbona,Fabaceae_Glycine,6.25
Oebalus_pugnax,Euphorbiaceae_Croton,3.03
Dendrocoris_contaminatus,Zygophyllaceae_Larrea,33.33
Oncometopia (Oncometopia)_orbona,Rosaceae_Prunus,25
Icerya_purchasi,Vitaceae_Parthenocissus,4.17
Rhopalosiphum_insertum,Poaceae_Zea,5.13
Empoasca (Empoasca)_neaspersa,Asteraceae_Lepidospartum,5.26
Liorhyssus_hyalinus,Fabaceae_Melilotus,4.29
Rhopalosiphum_insertum,Poaceae_Hordeum,2.56
Rhopalosiphum_insertum,Rosaceae_Prunus,2.56
Rhopalosiphum_insertum,Poaceae_Elytrigia,2.56
Rhopalosiphum_insertum,Geraniaceae_Erodium,2.56
Rhopalosiphum_insertum,Poaceae_Avena,5.13
Rhopalosiphum_insertum,Brassicaceae_Capsella,2.56
Rhopalosiphum_insertum,Rosaceae_Prunus,5.13
Rhopalosiphum_insertum,Urticaceae_Urtica,2.56
Rhopalosiphum_insertum,Rosaceae_Prunus,7.69
Rhopalosiphum_insertum,Poaceae_Poa,2.56
Acrosternum_hilare,Fabaceae_Glycine,1.67
Harmostes_reflexulus,Polygonaceae_Fagopyrum,2.22
Rhopalosiphum_maidis,Poaceae_Holcus,0.74
Rhopalosiphum_maidis,Poaceae_Phleum,0.74
Ceroplastes_sinensis,Rutaceae_Geijera,3.33
Rhopalosiphum_maidis,Asteraceae_Ambrosia,0.74
Ceroplastes_rubens,Anacardiaceae_Mangifera,16.67
Rhopalosiphum_maidis,Asteraceae_Chrysothamnus,0.74
Mesolecanium_nigrofasciatum,Sapindaceae_Acer,8.33
Arhyssus_lateralis,Fabaceae_Melilotus,1.82
Acrosternum_hilare,Malvaceae_Abelmoschus,1.67
Parasaissetia_nigra,Araliaceae_Fatsia,2.56
Stictopleurus_plutonius,Poaceae_Elymus,25
Stictopleurus_plutonius,Rosaceae_Purshia,75
Pulvinaria_urbicola,Aspleniaceae_Asplenium,25
Harmostes_reflexulus,Asteraceae_Baccharis,1.11
Harmostes_reflexulus,Apocynaceae_Asclepias,1.11
Nabis_subrufus,Aquifoliaceae_Ilex,33.33
Nabis_subrufus,Araliaceae_Polyscias,33.33
Oncometopia (Oncometopia)_orbona,Asteraceae_Eupatorium,6.25
Harmostes_reflexulus,Asteraceae_Bellis,1.11
Rhopalosiphum_maidis,Rutaceae_Citrus,0.74
Allocoris_pulicaria,Rhamnaceae_Ceanothus,0
Zelus_renardii,Convolvulaceae_Ipomoea,2.13
Zelus_renardii,Fabaceae_Cajanus,2.13
Zelus_renardii,Capparaceae_Capparis,2.13
Coridromius_chenopoderis,Epacridaceae_Brachyloma,1.15
Myrmecoroides_grossi,Poaceae_Poa,0
Zanessa_pictulifer,Myrtaceae_Eucalyptus,42.86
Diaspidiotus_ancylus,Rutaceae_Citrus,1.41
Aonidia_shastae,Myristicaceae_Myristica,12.5
Phytocoris_fuscosignatus,Fagaceae_Quercus,25
Aspidaspis_arctostaphyli,Lauraceae_Umbellularia,12.5
Nabis_tarai,Epacridaceae_Styphelia,50
Acanalonia_clypeata,Amaranthaceae_Atriplex,0
Corimelaena_extensa,Fabaceae_Melilotus,0
Cinara (Cinara)_radicivora,Pinaceae_Abies,0
Thyanta_pallidovirens,Fabaceae_Melilotus,7.14
Juniperthia_producta,Cupressaceae_Calocedrus,50
Juniperthia_unimaculata,Cupressaceae_Juniperus,0
Nabis_tarai,Fabaceae_Acacia,50
Arhyssus_scutatus,Fabaceae_Trifolium,33.33
Cinara (Cinara)_melaina,Pinaceae_Pinus,28.57
Comstockiella_sabalis,Arecaceae_Sabal,16.67
Clavaspis_covilleae,Asteraceae_Artemisia,16.67
Clavaspis_disclusa,Rosaceae_Prunus,25
Diaspis_bromeliae,Bromeliaceae_Billbergia,4.55
Diaspidiotus_coniferarum,Pinaceae_Abies,3.57
Synecdoche_autumnalis,Lauraceae_Umbellularia,50
Synecdoche_autumnalis,Fagaceae_Quercus,50
Synecdoche_cara,Asteraceae_Chrysopsis,50
Synecdoche_cara,Betulaceae_Alnus,50
Synecdoche_necopina,Ericaceae_Arctostaphylos,0
Synecdoche_nervata,Rosaceae_Cercocarpus,50
Rhopalosiphum_musae,Arecaceae_Brahea,9.09
Rhopalosiphum_musae,Strelitziaceae_Strelitzia,9.09
Rhopalosiphum_musae,Rosaceae_Prunus,9.09
Rhopalosiphum_nymphaeae,Alismataceae_Alisma,1.25
Rhopalosiphum_nymphaeae,Potamogetonaceae_Potamogeton,1.25
Rhopalosiphum_nymphaeae,Typhaceae_Typha,2.5
Rhopalosiphum_nymphaeae,Cabombaceae_Brasenia,1.25
Rhopalosiphum_nymphaeae,Nymphaeaceae_Nymphaea,1.25
Epidiaspis_leperii,Rosaceae_Pyrus,4.35
Rhopalosiphum_nymphaeae,Hydrocharitaceae_Elodea,1.25
Rhopalosiphum_nymphaeae,Convolvulaceae_Ipomoea,1.25
Rhopalosiphum_nymphaeae,Pontederiaceae_Monochoria,1.25
Rhopalosiphum_nymphaeae,Ruppiaceae_Ruppia,1.25
Rhopalosiphum_nymphaeae,Rosaceae_Prunus,1.25
Synecdoche_nervata,Pinaceae_Pinus,25
Synecdoche_nervata,Betulaceae_Alnus,25
Synecdoche_rubella,Ericaceae_Arctostaphylos,50
Rhopalosiphum_nymphaeae,Ericaceae_Azalea,1.25
Rhopalosiphum_nymphaeae,Pontederiaceae_Eichornia,1.25
Epidiaspis_leperii,Rosaceae_Malus,4.35
Rhopalosiphum_nymphaeae,Alismataceae_Sagittaria,1.25
Rhopalosiphum_nymphaeae,Apiaceae_Berula,1.25
Rhopalosiphum_nymphaeae,Pinaceae_Pinus,1.25
Rhopalosiphum_padi,Poaceae_Bromus,0.78
Rhopalosiphum_padi,Poaceae_Hordeum,0.78
Myndus_slossoni,Poaceae_Spartina,50
Rhopalosiphum_padi,Rosaceae_Pyrus,0.78
Oecleus_cucullus,Asteraceae_Trixis,0
Zelus_renardii,Scrophulariaceae_Myoporum,2.13
Galgupha_atra,Rhamnaceae_Ceanothus,20
Thyanta_custator accerra,Fabaceae_Dolichos,5.88
Elasmostethus_atricornis,Adoxaceae_Sambucus,90.91
Dendrocoris_reticulatus,Fagaceae_Quercus,0
Elasmucha_lateralis,Fagaceae_Quercus,25
Oecleus_snowi,Asteraceae_Baccharis,50
Oecleus_snowi,Fabaceae_Psorothamnus,50
Lepidosaphes_yanagicola,Celastraceae_Euonymus,20
Aloha_dubantiae,Asteraceae_Dubautia,14.29
Aloha_dubantiae,Asteraceae_Dubautia,71.43
Aloha_dubantiae,Rutaceae_Broussaisia,14.29
Aloha_dubantiae,Lythraceae_Cuphea,14.29
Aloha_dubantiae,Celastraceae_Perrottetia,14.29
Aloha_flavocollaris,Asteraceae_Dubautia,66.67
Aloha_flavocollaris,Asteraceae_Dubautia,50
Thyanta_custator accerra,Fabaceae_Melilotus,2.94
Galgupha_nitiduloides,Solanaceae_Solanum,50
Thyanta_brevis,Amaranthaceae_Allenrolfea,50
Thyanta_brevis,Asteraceae_Pluchea,50
Paraulacizes_irrorata,Juglandaceae_Carya,20
Aloha_ipomaeae,Convolvulaceae_Ipomoea,33.33
Aloha_ipomaeae,Convolvulaceae_Ipomoea,66.67
Aloha_kirkaldyi,Euphorbiaceae_Euphorbia,80
Aloha_kirkaldyi,Euphorbiaceae_Chamaesyce,20
Ilburnia_wailupensis,Rubiaceae_Coprosma,0
Rhopalosiphum_padi,Poaceae_Alopecurus,0.78
Rhopalosiphum_padi,Poaceae_Echinochloa,0.78
Rhopalosiphum_padi,Araceae_Colocasia,0.78
Rhopalosiphum_padi,Rosaceae_Sorbus,0.78
Rhopalosiphum_padi,Brassicaceae_Bursa,0.78
Perillus_bioculatus,Asteraceae_Bidens,12.5
Thyanta_custator accerra,Malvaceae_Sphaeralcea,8.82
Thyanta_custator accerra,Euphorbiaceae_Euphorbia,2.94
Thyanta_custator accerra,Malvaceae_Sphaeralcea,2.94
Rhopalosiphum_padi,Adoxaceae_Viburnum,0.78
Rhopalosiphum_padi,Urticaceae_Urtica,0.78
Rhopalosiphum_rufiabdominale,Asteraceae_Isocoma,3.13
Rhopalosiphum_rufiabdominale,Papaveraceae_Dicentra,3.13
Rhopalosiphum_rufiabdominale,Asteraceae_Parthenium,6.25
Cerococcus_parrotti,Altingiaceae_Liquidambar,25
Melanoliarus_truncatus,Asteraceae_Ambrosia,0
Melanoliarus_zyxus,Asteraceae_Helianthus,0
Apateticus_bracteatus,Rosaceae_Cercocarpus,14.29
Apateticus_bracteatus,Ericaceae_Arctostaphylos,14.29
Apateticus_bracteatus,Cannabaceae_Celtis,14.29
Ilburnia_asteliae,Liliaceae_Astelia,0
Ilburnia_blackburni,Urticaceae_Pipturus,0
Zicrona_caerulea,Apocynaceae_Asclepias,0
Crypticerya_rileyi,Fabaceae_Psorothamnus,10
Orthezia_newcomeri,Sapindaceae_Acer,50
Arctorthezia_pseudoccidentalis,Berberidaceae_Berberis,33.33
Thyanta_calceata,Asteraceae_Eupatorium,10
Perillus_lunatus,Asteraceae_Chrysothamnus,0
Ilburnia_giffardi,Gesneriaceae_Cyrtandra,0
Ilburnia_gouldiae,Gesneriaceae_Cyrtandra,0
Nesothoe_elaeocarpi,Gesneriaceae_Cyrtandra,66.67
Nesothoe_elaeocarpi,Goodeniaceae_Scaevola,33.33
Nesothoe_eugeniae,Limeaceae_Phyllostegia,25
Nesothoe_eugeniae,Rosaceae_Stranvaesia,75
Stiretrus_anchorago,Lamiaceae_Stachys,7.14
Stiretrus_anchorago diana,Lamiaceae_Stachys,0
Apoecilus_cynicus,Fagaceae_Quercus,0
Thyanta_custator accerra,Fabaceae_Glycine,2.94
Thyanta_custator accerra,Apiaceae_Daucus,2.94
Schizaphis_graminum,Poaceae_Phragmites,5.56
Schizolachnus_curvispinosus,Pinaceae_Pinus,62.5
Schizolachnus_curvispinosus,Pinaceae_Pinus,12.5
Galgupha_atra,Asteraceae_Taraxacum,20
Aleurothrixus_interrogationis,Rosaceae_Heteromeles,25
Aleurotuba_jelinekii,Ericaceae_Arbutus,12.5
Aleurotrachelus_atratus,Arecaceae_Cocos,0
Nesothoe_giffardi,Campanulaceae_Rollandia,0
Bemisia_tabaci,Poaceae_Zea,0.64
Paraleyrodes_perseae,Rutaceae_Citrus,33.33
Hypselosoma_acantheen,Malvaceae_Hoheria,0
Tetraleurodes_acaciae,Fabaceae_Erythrina,2.86
Siphoninus_phillyreae,Rosaceae_Heteromeles,4.35
Siphoninus_phillyreae,Rutaceae_Citrus,4.35
Tetraleurodes_mori,Moraceae_Morus,1.69
Podisus_placidus,Fagaceae_Quercus,42.86
Tetraleurodes_caulicola,Fabaceae_Cassia,14.29
Codophila_remota,Fabaceae_Medicago,16.67
Codophila_remota,Pinaceae_Pinus,16.67
Codophila_remota,Poaceae_Hordeum,16.67
Acrosternum_marginatum,Fagaceae_Quercus,33.33
Carpocoris_remotus,Rhamnaceae_Ceanothus,20
Cinara (Cinara)_villosa,Pinaceae_Pinus,0
Acrosternum_marginatum,Tiliaceae_Heliocarpus,33.33
Chlorochroa_ligata,Cleomaceae_Polanisia,3.7
Trialeurodes_lauri,Anacardiaceae_Rhus,20
Trialeurodes_lauri,Anacardiaceae_Malosma,20
Chlorochroa_sayi,Malvaceae_Sphaeralcea,4.65
Chlorochroa_sayi,Cleomaceae_Polanisia,1.16
Chlorochroa_sayi,Fabaceae_Lupinus,1.16
Thyanta_custator custator,Rutaceae_Citrus,25
Cinara (Cinara)_westi,Pinaceae_Pinus,0
Thyanta_pallidovirens,Malvaceae_Malacothamnus,7.14
Dictyophorodelphax_mirabilis,Pittosporaceae_Pittosporum,16.67
Dictyophorodelphax_mirabilis,Euphorbiaceae_Euphorbia,50
Dictyophorodelphax_praedicta,Euphorbiaceae_Euphorbia,0
Dictyophorodelphax_swezeyi,Euphorbiaceae_Chamaesyce,66.67
Coridromius_chenopoderis,Asteraceae_Senecio,1.15
Coridromius_chenopoderis,Convolvulaceae_Calystegia,1.15
Trichopepla_semivittata,Euphorbiaceae_Croton,16.67
Trichopepla_semivittata,Rutaceae_Citrus,16.67
Trichopepla_semivittata,Plantaginaceae_Plantago,16.67
Acrosternum_hilare,Sapindaceae_Acer,3.33
Brochymena_sulcata,Asteraceae_Baccharis,13.33
Brochymena_sulcata,Rosaceae_Purshia,6.67
Pealius_kelloggi,Pittosporaceae_Pittosporum,5.56
Eriosoma_americanum,Ulmaceae_Ulmus,10.17
Chlorochroa_ligata,Solanaceae_Datura,3.7
Tetraleurodes_acaciae,Fabaceae_Pueraria,2.86
Brochymena_affinis,Oleaceae_Fraxinus,16.67
Chlorochroa_uhleri,Asteraceae_Ericameria,10
Chlorochroa_uhleri,Loasaceae_Mentzelia,10
Chlorochroa_sayi,Polygonaceae_Eriogonum,1.16
Chlorochroa_sayi,Poaceae_Zea,1.16
Aleuropleurocelus_nigrans,Rosaceae_Photinia,3.85
Trialeurodes_abutiloneus,Solanaceae_Solanum,50
Trialeurodes_abutiloneus,Asteraceae_Heterotheca,50
Trialeurodes_glacialis,Rhamnaceae_Ceanothus,9.09
Phytocoris_ketinelbi,Rhamnaceae_Ceanothus,33.33
Trialeurodes_pergandei,Thymelaeaceae_Daphne,33.33
Trialeurodes_vittata,Rhamnaceae_Rhamnus,0
Ilburnia_monticola,Cupressaceae_Cupressus,0
Ilburnia_bridwelli,Asteraceae_Argyroxiphium,0
Ilburnia_osborni,Asteraceae_Raillardia,0
Ilburnia_raillardiicola,Asteraceae_Raillardia,33.33
Ilburnia_raillardiicola,Asteraceae_Raillardia,66.67
Ilburnia_rubescens fulla,Fabaceae_Acacia,0
Ilburnia_tetramalopii,Asteraceae_Tetramolopium,0
Emoloana_swezeyi,Cyperaceae_Gahnia,11.11
Emoloana_swezeyi,Poaceae_Eragrostis,88.89
Emoloana_emoloa,Poaceae_Eragrostis,0
Elasmostethus_cruciatus,Saxifragaceae_Peltiphyllum,25
Chlorochroa_sayi,Fabaceae_Melilotus,2.33
Chlorochroa_sayi,Solanaceae_Solanum,1.16
Emoloana_sporobolicola,Poaceae_Eragrostis,33.33
Emoloana_sporobolicola,Poaceae_Deyeuxia,33.33
Emoloana_sporobolicola,Poaceae_Sporobolus,33.33
Opiconsiva_paludum,Cyperaceae_Cyperus,0
Brochymena_parva,Asteraceae_Helianthus,33.33
Brochymena_affinis,Pinaceae_Abies,16.67
Chlorochroa_ligata,Loasaceae_Mentzelia,7.41
Chlorochroa_congrua,Fabaceae_Trifolium,25
Chlorochroa_congrua,Asteraceae_Ericameria,25
Chlorochroa_congrua,Pinaceae_Abies,25
Chlorochroa_granulosa,Cactaceae_Opuntia,12.5
Aleuroplatus_coronatus,Fagaceae_Notholithocarpus,7.69
Rhopalosiphum_rufiabdominale,Pinaceae_Pinus,15.63
Rhopalosiphum_rufiabdominale,Pinaceae_Pinus,6.25
Aleyrodes_spiraeoides,Bignoniaceae_Tecoma,1.67
Rhopalosiphum_rufiabdominale,Pinaceae_Pinus,3.13
Semiaphis_heraclei,Apiaceae_Apium,33.33
Aleyrodes_spiraeoides,Oleaceae_Ligustrum,1.67
Semiaphis_heraclei,Convolvulaceae_Ipomoea,33.33
Dialeurodes_citri,Oleaceae_Ligustrum,1.6
Sipha (Rungsia)_maydis,Polygonaceae_Polygonum,50
Siphonatrophia_cupressi,Cupressaceae_Hesperocyparis,5.88
Siphonatrophia_cupressi,Cupressaceae_Calocedrus,5.88
Stobaera_caldwelli,Asteraceae_Hymenoclea,48.89
Stobaera_caldwelli,Asteraceae_Bebbia,4.44
Siphonatrophia_cupressi,Cupressaceae_Juniperus,5.88
Macrosiphum (Macrosiphum)_adianti,Pteridaceae_Adiantum,66.67
Pinnaspis_aspidistrae,Asparagaceae_Ophiopogon,1.82
Macrosiphum (Macrosiphum)_miho,Tectariaceae_Aspidium,0
Sitobion (Sitobion)_alopecuri,Caprifoliaceae_Lonicera,50
Sitobion (Sitobion)_alopecuri,Poaceae_Elymus,50
Stobaera_caldwelli,Asteraceae_Dicoria,10
Stobaera_caldwelli,Asteraceae_Ambrosia,3.33
Sitobion (Sitobion)_avenae,Poaceae_Avena,3.19
Sitobion (Sitobion)_avenae,Poaceae_Alopecurus,1.06
Sitobion (Sitobion)_avenae,Poaceae_Ampelodesmos,1.06
Parlatoria_theae,Lauraceae_Persea,7.69
Parlatoria_theae,Fabaceae_Bauhinia,7.69
Parlatoria_theae,Sapindaceae_Acer,23.08
Parlatoria_theae,Rosaceae_Amygdalus,7.69
Parlatoria_theae,Rosaceae_Pyrus,7.69
Parlatoria_theae,Rosaceae_Eriobotrya,7.69
Phytocoris_loretoensis,Solanaceae_Lycium,0
Brochymena_parva,Fabaceae_Prosopis,33.33
Stobaera_caldwelli,Asteraceae_Ambrosia,10
Stobaera_caldwelli,Asteraceae_Iva,12.22
Chlorochroa_ligata,Fabaceae_Melilotus,7.41
Pseudopantilius_australis,Fabaceae_Oxylobium,7.69
Pseudopantilius_australis,Papilionaceae_Daviesia,7.69
Pseudopantilius_australis,Papilionaceae_Daviesia,15.38
Pseudopantilius_australis,Myrtaceae_Kunzea,7.69
Pseudopantilius_australis,Papilionaceae_Gompholobium,7.69
Pseudopantilius_australis,Myrtaceae_Eucalyptus,7.69
Sidnia_kinbergi,Myrtaceae_Leptospermum,5.88
Pseudopantilius_australis,Myrtaceae_Leptospermum,7.69
Cosmopepla_uhleri,Scrophulariaceae_Scrophularia,11.11
Cosmopepla_uhleri,Rosaceae_Rubus,33.33
Sitobion (Sitobion)_avenae,Poaceae_Dactylis,2.13
Cinara (Cinara)_confinis,Pinaceae_Abies,45.45
Sitobion (Sitobion)_avenae,Apiaceae_Cicuta,1.06
Sitobion (Sitobion)_avenae,Poaceae_Leymus,1.06
Sitobion (Sitobion)_avenae,Rosaceae_Osmaronia,1.06
Sitobion (Sitobion)_avenae,Poaceae_Polypogon,1.06
Sitobion (Sitobion)_avenae,Typhaceae_Typha,1.06
Sitobion (Sitobion)_avenae,Poaceae_Hordeum,2.13
Sitobion (Sitobion)_avenae,Lamiaceae_Stachys,1.06
Sitobion (Sitobion)_avenae,Fabaceae_Melilotus,1.06
Tibicen_chloromera,Fabaceae_Pueraria,11.11
